Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus,id,Valid
RVSN USSR,Russia,1974,16:34:00,Cosmos-2I (63SM),Cosmos 686,Retired,,Success,1324,1
RVSN USSR,Russia,1974,11:29:00,Cosmos-3M (11K65M),Cosmos 687,Retired,,Success,1325,1
ASI,Kenya,1974,07:47:00,Scout B1,Ariel 5,Retired,,Success,1326,1
RVSN USSR,Russia,1974,15:00:00,Voskhod,Cosmos 688,Retired,,Success,1327,1
RVSN USSR,Russia,1974,22:36:00,Cosmos-3M (11K65M),Cosmos 689,Retired,,Success,1328,1
RVSN USSR,Russia,1974,17:59:00,Soyuz U,Cosmos 690,Retired,,Success,1329,1
RVSN USSR,Russia,1974,12:38:00,Molniya-M /Block L,Molniya-1 nâ Â­44,Retired,,Success,1330,1
RVSN USSR,Kazakhstan,1974,09:30:00,Soyuz U,Cosmos 691,Retired,,Success,1331,1
RVSN USSR,Russia,1974,10:17:00,Vostok-2M,Meteor nâ Â­29,Retired,,Success,1332,1
Martin Marietta,USA,1974,19:30:00,Titan IIID,"KH-9, S3 & SSF-B-26",Retired,,Success,1333,1
RVSN USSR,Russia,1974,10:00:00,Cosmos-3M (11K65M),Intercosmos-12,Retired,,Success,1334,1
RVSN USSR,Russia,1974,14:20:00,Voskhod,Cosmos 692,Retired,,Success,1335,1
RVSN USSR,Russia,1974,10:40:00,Soyuz M,Cosmos 693,Retired,,Success,1336,1
CASC,China,1974,09:40:00,Long March 2,FSW-0 No.0,Retired,,Failure,1337,1
RVSN USSR,Russia,1974,11:45:00,Voskhod,Cosmos 694,Retired,,Success,1338,1
RVSN USSR,Russia,1974,12:00:00,Cosmos-2I (63SM),Cosmos 695,Retired,,Success,1339,1
RVSN USSR,Russia,1974,10:33:00,Molniya-M /Block L,Molniya-3 nâ Â­45,Retired,,Success,1340,1
General Dynamics,USA,1974,23:43:00,Atlas-SLV3D Centaur-D1A,Intelsat 4 F8,Retired,,Success,1341,1
RVSN USSR,Russia,1974,11:44:00,Voskhod,Cosmos 696,Retired,,Success,1342,1
RVSN USSR,Kazakhstan,1974,09:40:00,Soyuz U,Soyuz 16,Retired,,Success,1343,1
Martin Marietta,USA,1974,07:11:00,Titan IIIE,Helios-1,Retired,,Success,1344,1
RVSN USSR,Russia,1974,13:30:00,Soyuz U,Cosmos 697,Retired,,Partial Failure,1345,1
RVSN USSR,Russia,1974,11:45:00,Vostok-2M,Meteor nâ Â­30,Retired,,Success,1346,1
RVSN USSR,Russia,1974,14:12:00,Cosmos-3M (11K65M),Cosmos 698,Retired,,Success,1347,1
RVSN USSR,Russia,1974,02:19:00,Molniya-M /Block L,Molniya-2 nâ Â­46,Retired,,Success,1348,1
RVSN USSR,Kazakhstan,1974,11:00:00,Tsyklon-2,Cosmos 699,Retired,,Success,1349,1
RVSN USSR,Russia,1974,11:59:00,Cosmos-3M (11K65M),Cosmos 700,Retired,,Success,1350,1
RVSN USSR,Kazakhstan,1974,09:10:00,Voskhod,Cosmos 701,Retired,,Success,1351,1
RVSN USSR,Kazakhstan,1975,21:43:00,Soyuz,Soyuz 17,Retired,,Success,1352,1
RVSN USSR,Kazakhstan,1975,09:00:00,Voskhod,Cosmos 702,Retired,,Success,1353,1
RVSN USSR,Russia,1975,11:04:00,Cosmos-2I (63SM),Cosmos 703,Retired,,Success,1354,1
RVSN USSR,Russia,1975,11:00:00,Voskhod,Cosmos 704,Retired,,Success,1355,1
RVSN USSR,Russia,1975,12:05:00,Cosmos-2I (63SM),Cosmos 705,Retired,,Success,1356,1
RVSN USSR,Russia,1975,15:02:00,Molniya-M /Block 2BL,Cosmos 706,Retired,,Success,1357,1
RVSN USSR,Russia,1975,13:15:00,Cosmos-3M (11K65M),Cosmos 707,Retired,,Success,1358,1
RVSN USSR,Russia,1975,04:49:00,Molniya-M /Block L,Molniya-2 nâ Â­47,Retired,,Success,1359,1
CNES,France,1975,16:35:00,Diamant BP4,Starlette,Retired,,Success,1360,1
RVSN USSR,Russia,1975,03:30:00,Cosmos-3M (11K65M),Cosmos 708,Retired,,Success,1361,1
RVSN USSR,Russia,1975,14:30:00,Voskhod,Cosmos 709,Retired,,Success,1362,1
General Dynamics,USA,1975,23:35:00,Atlas-SLV3D Centaur-D1A,Intelsat 4 F6,Retired,,Failure,1363,1
ISAS,Japan,1975,05:25:00,Mu-III C,Taiyo,Retired,,Success,1364,1
RVSN USSR,Kazakhstan,1975,09:00:00,Voskhod,Cosmos 710,Retired,,Success,1365,1
RVSN USSR,Russia,1975,14:01:00,Cosmos-3M (11K65M),Cosmos 711 to 718,Retired,,Success,1366,1
Martin Marietta,USA,1975,04:41:00,Titan III(34)B Agena-D,Jumpseat 4,Retired,,Success,1367,1
RVSN USSR,Kazakhstan,1975,08:55:00,Voskhod,Cosmos 719,Retired,,Success,1368,1
RVSN USSR,Russia,1975,06:50:00,Soyuz U,Cosmos 720,Retired,,Success,1369,1
RVSN USSR,Russia,1975,08:50:00,Voskhod,Cosmos 721,Retired,,Success,1370,1
RVSN USSR,Kazakhstan,1975,08:00:00,Voskhod,Cosmos 722,Retired,,Success,1371,1
RVSN USSR,Russia,1975,14:30:00,Cosmos-3M (11K65M),Intercosmos-13,Retired,,Success,1372,1
RVSN USSR,Russia,1975,12:30:00,Vostok-2M,Meteor nâ Â­31,Retired,,Success,1373,1
RVSN USSR,Kazakhstan,1975,11:00:00,Tsyklon-2,Cosmos 723,Retired,,Success,1374,1
RVSN USSR,Kazakhstan,1975,11:04:00,Soyuz,Soyuz 18a (7K-T nâ Â­39),Retired,,Failure,1375,1
RVSN USSR,Kazakhstan,1975,11:00:00,Tsyklon-2,Cosmos 724,Retired,,Success,1376,1
RVSN USSR,Russia,1975,18:30:00,Cosmos-2I (63SM),Cosmos 725,Retired,,Success,1377,1
RVSN USSR,Russia,1975,07:57:00,Cosmos-3M (11K65M),Cosmos 726,Retired,,Success,1378,1
General Dynamics,USA,1975,00:51:00,Atlas-E/F Star-17A,P72-2,Retired,,Failure,1379,1
RVSN USSR,Russia,1975,17:52:00,Molniya-M /Block ML,Molniya-3 nâ Â­48,Retired,,Success,1380,1
RVSN USSR,Kazakhstan,1975,08:00:00,Soyuz U,Cosmos 727,Retired,,Success,1381,1
RVSN USSR,Russia,1975,10:00:00,Voskhod,Cosmos 728,Retired,,Success,1382,1
US Air Force,USA,1975,16:48:00,Titan III(24)B,OPS 4883,Retired,,Success,1383,1
RVSN USSR,Russia,1975,07:58:00,Cosmos-3M (11K65M),Aryabhata,Retired,,Success,1384,1
RVSN USSR,Russia,1975,21:10:00,Cosmos-3M (11K65M),Cosmos 729,Retired,,Success,1385,1
RVSN USSR,Russia,1975,08:04:00,Voskhod,Cosmos 730,Retired,,Success,1386,1
RVSN USSR,Russia,1975,10:23:00,Molniya-M /Block ML,Molniya-1 nâ Â­49,Retired,,Success,1387,1
ASI,Kenya,1975,22:45:00,Scout F1,Explorer 53,Retired,,Success,1388,1
CNES,France,1975,14:47:00,Diamant BP4,Castor & Pollux,Retired,,Success,1389,1
Martin Marietta,USA,1975,14:03:00,Titan III(23)C,DSCS-II 5&6,Retired,,Failure,1390,1
RVSN USSR,Kazakhstan,1975,06:59:00,Voskhod,Cosmos 731,Retired,,Success,1391,1
General Dynamics,USA,1975,22:04:00,Atlas-SLV3D Centaur-D1A,Intelsat 4 F1,Retired,,Success,1392,1
RVSN USSR,Kazakhstan,1975,14:58:00,Soyuz,Soyuz 18,Retired,,Success,1393,1
RVSN USSR,Russia,1975,14:30:00,Soyuz U,Cosmos 1012,Retired,,Success,1394,1
RVSN USSR,Russia,1975,00:25:00,Cosmos-3M (11K65M),Cosmos 732 to 739,Retired,,Success,1395,1
RVSN USSR,Kazakhstan,1975,07:29:00,Voskhod,Cosmos 740,Retired,,Success,1396,1
RVSN USSR,Russia,1975,06:45:00,Voskhod,Cosmos 741,Retired,,Success,1397,1
RVSN USSR,Russia,1975,09:00:00,Cosmos-3M (11K65M),DS-U3 satellite,Retired,,Failure,1398,1
RVSN USSR,Russia,1975,13:20:00,Voskhod,Cosmos 742,Retired,,Success,1399,1
RVSN USSR,Russia,1975,01:37:00,Molniya-M /Block ML,Molniya-1 nâ Â­50 & SRET-2,Retired,,Success,1400,1
Martin Marietta,USA,1975,18:30:00,Titan IIID,KH-9 & SSF-C-5,Retired,,Success,1401,1
RVSN USSR,Russia,1975,12:30:00,Soyuz U,Cosmos 743,Retired,,Success,1402,1
General Dynamics,USA,1975,09:00:00,Atlas-SLV3A Agena-D,AFP-827 (Canyon-6),Retired,,Success,1403,1
RVSN USSR,Russia,1975,06:54:00,Vostok-2M,Cosmos 744,Retired,,Success,1404,1
RVSN USSR,Russia,1975,12:05:00,Cosmos-2I (63SM),Cosmos 745,Retired,,Success,1405,1
RVSN USSR,Russia,1975,12:59:00,Voskhod,Cosmos 746,Retired,,Success,1406,1
RVSN USSR,Russia,1975,13:00:00,Voskhod,Cosmos 747,Retired,,Success,1407,1
RVSN USSR,Russia,1975,13:40:00,Voskhod,Cosmos 748,Retired,,Success,1408,1
RVSN USSR,Russia,1975,00:56:00,Cosmos-3M (11K65M),Cosmos 749,Retired,,Success,1409,1
RVSN USSR,Russia,1975,05:05:00,Molniya-M /Block ML,Molniya-2 nâ Â­51,Retired,,Success,1410,1
RVSN USSR,Russia,1975,04:15:00,Vostok-2M,Meteor-2 nâ Â­1,Retired,,Success,1411,1
RVSN USSR,Kazakhstan,1975,12:20:00,Soyuz U,Soyuz 19 (Apollo-Soyuz),Retired,,Success,1412,1
NASA,USA,1975,19:50:00,Saturn IB,ASTP (Apollo???Soyuz Test Project),Retired,,Success,1413,1
RVSN USSR,Russia,1975,09:10:00,Cosmos-2I (63SM),Cosmos 750,Retired,,Success,1414,1
RVSN USSR,Russia,1975,13:00:00,Voskhod,Cosmos 751,Retired,,Success,1415,1
RVSN USSR,Russia,1975,19:00:00,Cosmos-3M (11K65M),Cosmos 752,Retired,,Success,1416,1
CASC,China,1975,13:30:00,Feng Bao 1,JSSW-3,Retired,,Success,1417,1
RVSN USSR,Russia,1975,13:00:00,Voskhod,Cosmos 753,Retired,,Success,1418,1
RVSN USSR,Kazakhstan,1975,07:21:00,Voskhod,Cosmos 754,Retired,,Success,1419,1
RVSN USSR,Russia,1975,13:29:00,Cosmos-3M (11K65M),Cosmos 755,Retired,,Success,1420,1
Martin Marietta,USA,1975,21:22:00,Titan IIIE,Viking 1,Retired,,Success,1421,1
RVSN USSR,Russia,1975,02:11:00,Vostok-2M,Cosmos 756,Retired,,Success,1422,1
RVSN USSR,Russia,1975,14:45:00,Voskhod,Cosmos 757,Retired,,Success,1423,1
RVSN USSR,Russia,1975,13:09:00,Molniya-M /Block ML,Molniya-1 nâ Â­52,Retired,,Success,1424,1
RVSN USSR,Russia,1975,14:49:00,Soyuz U,Cosmos 758,Retired,,Success,1425,1
RVSN USSR,Russia,1975,00:19:00,Molniya-M /Block ML,Molniya-2 nâ Â­53,Retired,,Success,1426,1
MHI,Japan,1975,05:30:00,N-I,Kiku 1,Retired,,Success,1427,1
Martin Marietta,USA,1975,18:39:00,Titan IIIE,Viking 2,Retired,,Success,1428,1
RVSN USSR,Russia,1975,05:30:00,Soyuz U,Cosmos 759,Retired,,Success,1429,1
RVSN USSR,Kazakhstan,1975,09:00:00,Voskhod,Cosmos 760,Retired,,Success,1430,1
RVSN USSR,Russia,1975,07:10:00,Cosmos-3M (11K65M),Cosmos 761 to 768,Retired,,Success,1431,1
RVSN USSR,Russia,1975,00:12:00,Vostok-2M,Meteor nâ Â­32,Retired,,Success,1432,1
RVSN USSR,Russia,1975,10:00:00,Voskhod,Cosmos 769,Retired,,Success,1433,1
RVSN USSR,Russia,1975,12:00:00,Cosmos-3M (11K65M),Cosmos 770,Retired,,Success,1434,1
RVSN USSR,Russia,1975,09:49:00,Soyuz U,Cosmos 771,Retired,,Success,1435,1
General Dynamics,USA,1975,00:17:00,Atlas-SLV3D Centaur-D1AR,Intelsat 4A F1,Retired,,Success,1436,1
CNES,France,1975,14:00:00,Diamant BP4,Aura,Retired,,Success,1437,1
RVSN USSR,Kazakhstan,1975,04:19:00,Soyuz U,Cosmos 772,Retired,,Success,1438,1
RVSN USSR,Russia,1975,18:38:00,Cosmos-3M (11K65M),Cosmos 773,Retired,,Success,1439,1
RVSN USSR,Kazakhstan,1975,08:30:00,Voskhod,Cosmos 774,Retired,,Success,1440,1
US Air Force,USA,1975,19:15:00,Titan III(24)B,OPS 5499,Retired,,Success,1441,1
RVSN USSR,Russia,1975,14:29:00,Voskhod,Cosmos 776,Retired,,Success,1442,1
RVSN USSR,Kazakhstan,1975,11:00:00,Tsyklon-2,Cosmos 777,Retired,,Success,1443,1
RVSN USSR,Russia,1975,15:19:00,Voskhod,Cosmos 779,Retired,,Success,1444,1
RVSN USSR,Russia,1975,19:13:00,Molniya-M /Block ML,Molniya-3 nâ Â­54,Retired,,Success,1445,1
RVSN USSR,Russia,1975,10:12:00,Cosmos-3M (11K65M),Cosmos 778,Retired,,Success,1446,1
CASC,China,1975,03:29:00,Long March 2,FSW-0 No.1,Retired,,Success,1447,1
RVSN USSR,Kazakhstan,1975,14:36:00,Soyuz U,Soyuz 20,Retired,,Success,1448,1
RVSN USSR,Kazakhstan,1975,09:20:00,Voskhod,Cosmos 780,Retired,,Success,1449,1
RVSN USSR,Russia,1975,17:11:00,Cosmos-3M (11K65M),Cosmos 781,Retired,,Success,1450,1
RVSN USSR,Russia,1975,17:00:00,Soyuz U,Cosmos 782,Retired,,Success,1451,1
RVSN USSR,Russia,1975,00:10:00,Cosmos-3M (11K65M),Cosmos 783,Retired,,Success,1452,1
RVSN USSR,Russia,1975,10:00:00,Voskhod,Cosmos 784,Retired,,Success,1453,1
Martin Marietta,USA,1975,20:38:00,Titan IIID,KH-9 & S3,Retired,,Success,1454,1
RVSN USSR,Russia,1975,17:00:00,Cosmos-3M (11K65M),Intercosmos-14,Retired,,Success,1455,1
RVSN USSR,Kazakhstan,1975,12:45:00,Tsyklon-2,Cosmos 785,Retired,,Success,1456,1
Martin Marietta,USA,1975,05:15:00,Titan III(23)C,DSP-5,Retired,,Success,1457,1
CASC,China,1975,09:21:00,Feng Bao 1,JSSW-4,Retired,,Success,1458,1
RVSN USSR,Kazakhstan,1975,09:50:00,Voskhod,Cosmos 786,Retired,,Success,1459,1
RVSN USSR,Russia,1975,11:06:00,Molniya-M /Block ML,Molniya-2 nâ Â­55,Retired,,Success,1460,1
RVSN USSR,Russia,1975,14:00:00,Cosmos-3M (11K65M),DS-P1 satellite,Retired,,Failure,1461,1
RVSN USSR,Kazakhstan,1975,,Molniya-M /Block SO-L,Prognoz nâ Â­4,Retired,,Success,1462,1
RVSN USSR,Russia,1975,19:00:00,Vostok-2M,Meteor nâ Â­33,Retired,,Success,1463,1
RVSN USSR,Russia,1975,10:22:00,Molniya-M /Block ML,Molniya-3 nâ Â­56,Retired,,Success,1464,1
RVSN USSR,Russia,1976,04:52:00,Cosmos-3M (11K65M),Cosmos 787,Retired,,Success,1465,1
RVSN USSR,Russia,1976,15:34:00,Voskhod,Cosmos 788,Retired,,Success,1466,1
Martin Marietta,USA,1976,05:34:00,Titan IIIE,Helios-2,Retired,,Success,1467,1
RVSN USSR,Russia,1976,17:07:00,Cosmos-3M (11K65M),Cosmos 789,Retired,,Success,1468,1
RVSN USSR,Kazakhstan,1976,11:38:00,Molniya-M /Block ML,Molniya-1 nâ Â­57,Retired,,Success,1469,1
RVSN USSR,Russia,1976,22:26:00,Cosmos-3M (11K65M),Cosmos 790,Retired,,Success,1470,1
RVSN USSR,Russia,1976,10:39:00,Cosmos-3M (11K65M),Cosmos 791 to 798,Retired,,Success,1471,1
RVSN USSR,Kazakhstan,1976,08:30:00,Voskhod,Cosmos 799,Retired,,Success,1472,1
General Dynamics,USA,1976,23:56:00,Atlas-SLV3D Centaur-D1AR,Intelsat 4A F2,Retired,,Success,1473,1
RVSN USSR,Russia,1976,08:16:00,Cosmos-3M (11K65M),Cosmos 800,Retired,,Success,1474,1
ISAS,Japan,1976,05:00:00,Mu-III C,Corsa A,Retired,,Failure,1475,1
RVSN USSR,Russia,1976,14:39:00,Cosmos-2I (63SM),Cosmos 801,Retired,,Success,1476,1
RVSN USSR,Kazakhstan,1976,08:50:00,Voskhod,Cosmos 802,Retired,,Success,1477,1
RVSN USSR,Russia,1976,13:00:00,Cosmos-3M (11K65M),Cosmos 803,Retired,,Success,1478,1
RVSN USSR,Kazakhstan,1976,08:29:00,Tsyklon-2,Cosmos 804,Retired,,Success,1479,1
RVSN USSR,Russia,1976,14:01:00,Soyuz U,Cosmos 805,Retired,,Success,1480,1
MHI,Japan,1976,03:30:00,N-I,Ume 1,Retired,,Success,1481,1
RVSN USSR,Kazakhstan,1976,08:00:00,Soyuz U,Cosmos 806,Retired,,Success,1482,1
RVSN USSR,Russia,1976,19:45:00,Molniya-M /Block ML,Molniya-1 nâ Â­58,Retired,,Success,1483,1
RVSN USSR,Russia,1976,13:30:00,Cosmos-3M (11K65M),Cosmos 807,Retired,,Success,1484,1
RVSN USSR,Kazakhstan,1976,17:15:00,Tsyklon-2,Cosmos 814,Retired,,Success,1485,1
Martin Marietta,USA,1976,01:25:00,Titan III(23)C,"LES-8, LES-9, Solrad-11a, Solrad-11b",Retired,,Success,1486,1
